Wall time,Step,Value
1617377761.8207457,13920,0.02627582848072052
1617377785.7815495,13930,0.0262222271412611
1617378343.0922935,14150,0.0253557451069355
1617378490.901458,14200,0.026548568159341812
1617378563.6710079,14230,0.02526162751019001
1617378659.5314095,14270,0.026255903765559196
1617378707.4952993,14290,0.02623876929283142
1617378804.271809,14330,0.025107048451900482
1617378924.8185198,14370,0.026422860100865364
1617379021.547288,14410,0.026220781728625298
1617379654.2895417,14660,0.02407355234026909
1617379678.2768412,14670,0.02335549332201481
1617379967.4604168,14780,0.02468884363770485
1617380160.3225558,14860,0.026411274448037148
1617380184.3304517,14870,0.024550264701247215
1617380259.9564362,14900,0.02498803287744522
1617380333.236835,14920,0.024401171132922173
1617380573.8877113,15020,0.02380342409014702
1617380766.7775407,15090,0.02516051009297371
1617381131.5223699,15240,0.023431096225976944
1617381155.5254042,15250,0.02271941676735878
1617381252.3930738,15280,0.022904762998223305
1617381858.2872503,15520,0.023527100682258606
1617381882.2721705,15530,0.023016754537820816
1617381930.2704704,15550,0.023813843727111816
1617382102.7393074,15620,0.023295288905501366
1617382295.0612655,15690,0.021985460072755814
1617382319.0180733,15700,0.022769220173358917
1617382535.8894587,15790,0.022568674758076668
1617382657.6706774,15830,0.0217145886272192
1617382705.5098312,15850,0.022581569850444794
1617382804.5527966,15890,0.022986585274338722
1617383021.4486578,15980,0.02299141138792038
1617383214.834091,16050,0.022553810849785805
1617383238.7962985,16060,0.022973444312810898
1617383362.9917893,16110,0.023347007110714912
1617383554.9603808,16190,0.021531257778406143
1617383796.2558908,16280,0.022618819028139114
1617383820.2604697,16290,0.02306220307946205
1617383917.1737423,16330,0.02195151150226593
1617384065.1697295,16380,0.022056030109524727
1617384137.870314,16410,0.021588420495390892
1617384185.8129187,16430,0.023060740903019905
1617384257.7696886,16460,0.021672694012522697
1617384329.743018,16490,0.022518623620271683
1617384426.653438,16530,0.021431835368275642
1617384647.5099192,16610,0.021986007690429688
1617384839.5163908,16690,0.022172456607222557
1617384936.440275,16730,0.021302081644535065
1617385033.1172247,16760,0.02027505449950695
1617385205.3985097,16830,0.021034030243754387
1617385422.3878722,16920,0.02084084413945675
1617385543.0085282,16960,0.020663626492023468
1617385566.98059,16970,0.02345702052116394
1617385590.9625428,16980,0.021455803886055946
1617385638.9236722,17000,0.021032651886343956
1617385711.821053,17030,0.021035287529230118
1617385883.4166372,17100,0.020946279168128967
1617386124.6513484,17190,0.021007824689149857
1617386365.5999682,17290,0.020166898146271706
1617386490.5111794,17330,0.020649723708629608
1617386538.445232,17350,0.020772229880094528
1617386610.4436579,17380,0.021716441959142685
1617386731.3902752,17430,0.02038097009062767
1617386803.395201,17460,0.021121691912412643
1617386827.4032235,17470,0.02108694612979889
1617386851.4125533,17480,0.021588316187262535
1617386996.833065,17530,0.022530991584062576
1617387361.6131587,17670,0.019969584420323372
1617387578.2194226,17760,0.02017001435160637
1617387726.5016012,17820,0.019714942201972008
1617387919.058028,17890,0.020117469131946564
1617387943.0395694,17900,0.019744664430618286
1617388160.0052803,17990,0.019813837483525276
1617388356.8910677,18060,0.018803704530000687
1617388645.6133866,18180,0.019809622317552567
1617388890.1971135,18270,0.019330086186528206
1617388987.1862166,18310,0.02042395807802677
1617389252.653005,18410,0.018778076395392418
1617389276.5455744,18420,0.019737398251891136
1617389348.4291353,18450,0.018802935257554054
1617389471.8300056,18500,0.019481346011161804
1617389568.6973398,18540,0.01960037648677826
1617389906.2022614,18670,0.019185716286301613
1617389978.2379148,18700,0.01966726966202259
1617390126.6235654,18760,0.01897542178630829
1617390175.5357575,18770,0.018777286633849144
1617390199.452008,18780,0.019271908327937126
1617391046.6728294,19120,0.019067347049713135
1617391215.3872943,19180,0.018988026306033134
1617391387.4070208,19250,0.017515558749437332
1617391532.421627,19310,0.01891956850886345
1617391652.9912038,19350,0.018091902136802673
1617391700.9087236,19370,0.017993371933698654
1617391748.8771396,19390,0.01859649270772934
1617391893.8569708,19450,0.018702514469623566
1617391969.2606478,19480,0.018296005204319954
1617392017.2742522,19500,0.01868816465139389
1617392114.5959287,19530,0.017240459099411964
1617392186.5274515,19560,0.019490310922265053
1617392475.5390756,19680,0.018330415710806847
1617392551.6785214,19700,0.018877942115068436
1617392841.150498,19820,0.018242187798023224
1617392865.1568928,19830,0.017514489591121674
1617392889.1338432,19840,0.018018940463662148
1617393253.918184,19980,0.017490625381469727
1617393350.8669674,20020,0.01838250271975994
1617393471.7138274,20060,0.017742225900292397
1617393567.411425,20100,0.018175361678004265
1617393664.210746,20140,0.018118204548954964
1617393763.5499353,20180,0.01741335541009903
1617393980.9568388,20260,0.01720076985657215
1617394028.8296618,20280,0.017441164702177048
1617394101.6109624,20310,0.017680544406175613
1617394173.6389492,20340,0.017165657132864
1617394245.6583602,20370,0.017851052805781364
1617394370.1172726,20420,0.017385590821504593
1617394877.5232046,20610,0.016973432153463364
1617395169.5088973,20730,0.01776665262877941
1617395193.5224726,20740,0.017784953117370605
1617395265.524284,20770,0.01719743013381958
1617395289.5255132,20780,0.017406823113560677
1617395362.2972114,20800,0.016910748556256294
1617395411.0620873,20820,0.017190998420119286
1617395506.9859118,20860,0.017830368131399155
1617395606.4293752,20900,0.01752699539065361
1617395727.3715138,20950,0.016643604263663292
1617395775.4015856,20970,0.016456371173262596
1617395968.718909,21040,0.016911612823605537
1617396161.7136643,21120,0.01706688478589058
1617396261.2994287,21160,0.016979089006781578
1617396454.245725,21230,0.01614098623394966
1617396478.2422044,21240,0.017106950283050537
1617396867.0742471,21390,0.01640908606350422
1617396939.8595886,21420,0.01651488058269024
1617397011.859874,21450,0.017453093081712723
1617397035.8693442,21460,0.019072633236646652
1617397131.8879826,21500,0.017649972811341286
1617397180.7837164,21520,0.018306493759155273
1617397325.317366,21570,0.016701633110642433
1617397521.5713058,21650,0.016863977536559105
1617397545.576438,21660,0.01680777221918106
1617397641.6425695,21700,0.016243072226643562
1617397715.4035985,21720,0.01624256744980812
1617397763.2233634,21740,0.016319027170538902
1617397859.110559,21780,0.016885390505194664
1617398103.4703317,21880,0.015787899494171143
1617398176.0973675,21900,0.017099494114518166
1617398224.807845,21920,0.01623503305017948
1617398248.759091,21930,0.016110623255372047
1617398344.6493666,21970,0.01591065153479576
1617398416.6312697,22000,0.016730809584259987
1617398609.5225384,22080,0.01604641042649746
1617398734.3232424,22120,0.01609138771891594
1617399071.270917,22260,0.016443805769085884
1617399191.763072,22300,0.01669953018426895
1617399240.5764809,22320,0.015561744570732117
1617399363.752752,22370,0.016492851078510284
1617399387.748795,22380,0.017297962680459023
1617399435.7584155,22400,0.01604936458170414
1617399508.6985,22430,0.015715215355157852
1617399581.2102304,22450,0.016162807121872902
1617399629.0580764,22470,0.01667708344757557
1617399653.0192058,22480,0.015724917873740196
1617399821.9198058,22550,0.01604180969297886
1617399897.4307446,22580,0.0162783432751894
1617400018.3291254,22630,0.015424820594489574
1617400528.571585,22820,0.015302008017897606
1617400769.1439161,22920,0.016304807737469673
1617400913.1608717,22980,0.015171659179031849
1617401010.8252158,23010,0.015675006434321404
1617401082.6647213,23040,0.015942707657814026
1617401157.9283183,23070,0.015968363732099533
1617401181.9396358,23080,0.01582161895930767
1617401205.9419386,23090,0.015864498913288116
1617401495.564579,23200,0.015657614916563034
1617401520.385005,23210,0.01519450731575489
1617401568.2921922,23230,0.014682062901556492
1617401884.6423483,23360,0.015970740467309952
1617402149.6783302,23460,0.014910703524947166
1617402370.0823426,23550,0.015221902169287205
1617402804.447584,23720,0.015359662473201752
1617403265.0923958,23900,0.015511156059801579
1617403290.0165064,23910,0.014675632119178772
1617403362.8155732,23930,0.014561865478754044
1617403555.5384657,24010,0.0151026900857687
1617403606.9219258,24030,0.014703025110065937
1617403702.905847,24070,0.014755785465240479
1617403968.2511055,24170,0.015223958529531956
1617404161.3075984,24250,0.015216607600450516
1617404188.8167427,24260,0.015237322077155113
1617404478.0138357,24370,0.015019292943179607
1617404671.0632195,24450,0.01558105181902647
1617404843.8507094,24510,0.01489662379026413
1617404867.8117917,24520,0.01434481143951416
1617404915.7626245,24540,0.01451866701245308
1617404963.7427022,24560,0.01448096800595522
1617405084.6110423,24610,0.015335876494646072
1617405739.0495243,24860,0.014938815496861935
1617405763.0085075,24870,0.013980471529066563
1617406003.9981725,24970,0.014609178528189659
1617406055.5905452,24990,0.014115409925580025
1617406177.1397707,25030,0.014001581817865372
1617406201.0537212,25040,0.014696866273880005
1617406466.0639722,25150,0.013923190534114838
1617406538.1160874,25180,0.014394151046872139
1617406711.1310656,25240,0.014402322471141815
1617406831.1078198,25290,0.013929824344813824
1617406880.04413,25310,0.014079011045396328
1617406928.0638108,25330,0.014508338645100594
1617406976.105363,25350,0.014469750225543976
1617407317.0229363,25480,0.013870005495846272
1617407413.9727867,25520,0.014038953930139542
1617407462.004118,25540,0.014158404432237148
1617407534.0669227,25570,0.013985106721520424
1617407775.3743494,25660,0.014072345569729805
1617407799.3792346,25670,0.013517980463802814
1617408068.2271178,25770,0.013376418501138687
1617408116.0969498,25790,0.014469577930867672
1617408405.9671395,25910,0.013611873611807823
1617408429.974887,25920,0.013780152425169945
1617408453.9824548,25930,0.013759619556367397
1617408577.9315474,25970,0.015639925375580788
1617408674.79462,26010,0.01425244752317667
1617408818.8818157,26070,0.015275819227099419
1617409256.613234,26240,0.013361528515815735
1617409328.6620693,26270,0.013565238565206528
1617409400.700909,26300,0.013842375949025154
1617409425.6101675,26310,0.013622287660837173
1617409642.0986836,26390,0.013920832425355911
1617409790.496223,26450,0.014377710409462452
1617409960.0289218,26510,0.013395946472883224
1617410079.8780093,26560,0.01329057663679123
1617410565.7607098,26750,0.013571623712778091
1617410661.8134325,26790,0.014333043247461319
1617410710.75162,26810,0.013844423927366734
1617410830.8159244,26860,0.013849649578332901
1617410979.5512416,26910,0.013614985160529613
1617411292.5200171,27040,0.013427600264549255
1617411485.8013885,27110,0.013445495627820492
1617411874.5944378,27260,0.013088518753647804
1617412139.544589,27370,0.012794505804777145
1617412167.0984485,27380,0.01295070443302393
1617412240.117219,27410,0.013924106024205685
1617412408.25857,27470,0.012699596583843231
1617412577.1321871,27540,0.014516868628561497
1617412601.134174,27550,0.014296703040599823
1617412625.1468134,27560,0.013884959742426872
1617412649.1582692,27570,0.013687086291611195
1617412673.1670892,27580,0.01358068734407425
1617412917.7144802,27670,0.01314542442560196
1617413499.3541245,27900,0.012214310467243195
1617413524.2844677,27910,0.012449128553271294
1617413548.2931755,27920,0.013354593887925148
1617413740.826546,27990,0.013136208057403564
1617414009.1000173,28100,0.013103053905069828
1617414057.9978487,28120,0.013032482005655766
1617414371.300868,28240,0.013233562931418419
1617414395.2992194,28250,0.013058679178357124
1617414467.3499475,28280,0.012887833639979362
1617414515.3898363,28300,0.012729699723422527
1617414540.294801,28310,0.013280210085213184
1617414588.3657079,28330,0.013399855233728886
1617415074.3537862,28520,0.012701110914349556
1617415294.0140376,28600,0.012819263152778149
1617415366.9449346,28630,0.012646695598959923
1617415608.2418253,28720,0.013808788731694221
1617415632.167029,28730,0.012842511758208275
1617415824.9201884,28810,0.012612022459506989
1617415852.3420677,28820,0.012818241491913795
1617415996.3357954,28880,0.01274915598332882
1617416093.6795018,28910,0.01198454387485981
1617416237.5733685,28970,0.012546543031930923
1617416285.6116803,28990,0.012186046689748764
1617416334.5492804,29010,0.012597564607858658
1617416771.2479677,29180,0.01272161677479744
1617416819.261515,29200,0.012739337980747223
1617416844.1468868,29210,0.012277580797672272
1617416868.1380856,29220,0.011947078630328178
1617417160.8637848,29330,0.012236006557941437
1617417401.8542306,29430,0.013372238725423813
1617417619.0463772,29510,0.01221969723701477
1617418055.6805549,29680,0.012446451000869274
1617418224.5120683,29750,0.012887239456176758
1617418248.5057077,29760,0.012219037860631943
1617418323.9894822,29790,0.012368219904601574
1617418734.1158826,29950,0.012807336635887623
1617418830.1624777,29990,0.011782917194068432
1617418978.9040546,30040,0.012205405160784721
1617419026.8396516,30060,0.012127446942031384
1617419074.842514,30080,0.012096897698938847
1617419122.8359606,30100,0.012267050333321095
1617419171.7299457,30120,0.012363791465759277
1617419267.7545192,30160,0.013154176995158195
1617419291.7542572,30170,0.012828799895942211
1617419584.4623446,30280,0.012338995933532715
1617419657.325832,30310,0.012226670980453491
1617419873.8934896,30390,0.012545946054160595
1617419946.6945322,30420,0.01236073486506939
1617419970.66164,30430,0.012318238615989685
1617420166.9578228,30510,0.012098753824830055
1617420551.9686832,30660,0.012308316305279732
1617420599.980741,30680,0.011906253173947334
1617420647.9936366,30700,0.0118308886885643
1617420696.9056094,30720,0.013639727607369423
1617420989.7113748,30830,0.01208582241088152
1617421085.7000964,30870,0.011610879562795162
1617421426.5196686,31000,0.012034384533762932
1617422008.9254413,31230,0.011874133720993996
1617422393.9617352,31380,0.011981823481619358
1617422417.9660172,31390,0.012140345759689808
1617422562.8963525,31450,0.011235508136451244
1617422590.563212,31460,0.01140454038977623
1617422662.8422763,31480,0.01173657551407814
1617422735.553804,31510,0.011613001115620136
1617422855.4786296,31560,0.011660541407763958
1617422951.489816,31600,0.012334982864558697
1617423000.378941,31620,0.01215333677828312
1617423412.7932308,31780,0.012080797925591469
1617423701.958132,31890,0.01172463595867157
1617423874.291063,31960,0.01153178233653307
1617423898.2778115,31970,0.011718537658452988
1617424091.5992312,32040,0.011593655683100224
1617424163.4706252,32070,0.011038193479180336
1617424769.7905917,32310,0.011826389469206333
1617424841.7599616,32340,0.011487988755106926
1617425035.3328152,32410,0.011457856744527817
1617425110.53875,32440,0.011063746176660061
1617425134.5158763,32450,0.011019524186849594
1617425182.4940975,32470,0.012106819078326225
1617425206.4881139,32480,0.012222638353705406
1617425375.3340178,32550,0.011728635057806969
1617425715.5543146,32680,0.011184164322912693
1617425836.3099082,32730,0.011258330196142197
1617426077.583731,32820,0.01165738794952631
1617426125.5148525,32840,0.011732980608940125
1617426173.4723525,32860,0.011373065412044525
1617426345.6932256,32930,0.011248331516981125
1617426682.997665,33060,0.011390214785933495
1617426731.0176244,33080,0.01197067741304636
1617426903.678136,33140,0.011060021817684174
1617427096.229471,33220,0.011310940608382225
1617427240.102423,33280,0.011120270006358624
1617427264.0946467,33290,0.011609387584030628
1617427409.3470268,33340,0.011157629080116749
1617427532.6957552,33390,0.011128008365631104
1617427701.448736,33460,0.01078435592353344
1617427918.6046922,33540,0.01140371710062027
1617428014.4980757,33580,0.011294594034552574
1617428114.7442956,33620,0.010805238969624043
1617428451.6042438,33750,0.010904389433562756
1617428499.566741,33770,0.011638524010777473
1617428547.5516949,33790,0.011186480522155762
1617428620.3922176,33820,0.01110367476940155
1617428768.3534544,33870,0.011117244139313698
1617429177.6594813,34040,0.011618162505328655
1617429322.135052,34090,0.010871998965740204
1617429783.6936965,34270,0.011058218777179718
1617429880.51002,34310,0.010892569087445736
1617429955.8291426,34340,0.010929344221949577
1617430075.7309835,34390,0.011556077748537064
1617430268.7923727,34460,0.011267492547631264
1617430364.7150304,34500,0.010580473579466343
1617430413.5923831,34520,0.010448546148836613
1617430561.0171103,34580,0.010689268819987774
1617430584.9898033,34590,0.011575775220990181
1617430754.0821807,34650,0.010981212370097637
1617430922.7528543,34720,0.010821067728102207
1617431091.545661,34780,0.010591231286525726
1617431164.1745908,34810,0.010693023912608624
1617431311.258702,34870,0.01068706251680851
1617431600.6155984,34980,0.01052978914231062
1617431648.5231376,35000,0.010776827111840248
1617431892.4775405,35100,0.010552046820521355
1617431965.3111708,35130,0.010670488700270653
1617432037.9374318,35150,0.010191818699240685
1617432157.6896467,35200,0.01072955783456564
1617432570.895672,35360,0.010982616804540157
1617432618.8295903,35380,0.010715369135141373
1617432763.5458345,35440,0.010919885709881783
1617432859.47775,35480,0.010584395378828049
1617432907.410738,35500,0.011762429028749466
1617433272.5865602,35640,0.010559264570474625
1617433585.854234,35760,0.010165764018893242
1617433709.921573,35810,0.01042951736599207
1617434023.219717,35930,0.01070196833461523
1617434047.2046514,35940,0.010483507066965103
1617434190.9961588,36000,0.010466125793755054
1617434215.86441,36010,0.010474233888089657
1617434580.1651835,36150,0.010783208534121513
1617434676.0785,36190,0.010503333061933517
1617434724.9309142,36210,0.010630456730723381
1617434772.903837,36230,0.011124279350042343
1617434872.6265876,36260,0.010474623180925846
1617434944.3622675,36290,0.010889643803238869
1617435330.5730827,36440,0.010502686724066734
1617435378.3629491,36460,0.010415593162178993
1617435646.4258146,36570,0.010331608355045319
1617435670.3949273,36580,0.010549705475568771
1617435839.905285,36640,0.011080887168645859
1617436008.5751486,36710,0.011061626486480236
1617436613.2682965,36950,0.010515163652598858
1617436785.9353423,37010,0.010194475762546062
1617436833.8815794,37030,0.010792691260576248
1617437366.831828,37240,0.010008707642555237
1617437438.7519832,37270,0.010101932100951672
1617437535.5713816,37310,0.010087878443300724
1617437559.5338082,37320,0.009973724372684956
1617437583.5071387,37330,0.010763658210635185
1617437751.935486,37390,0.010550104081630707
1617437824.7460454,37420,0.010233066976070404
1617437872.6869833,37440,0.010464503429830074
1617438092.802656,37530,0.009952934458851814
1617438284.9548063,37600,0.009827319532632828
1617438405.8222563,37650,0.01001243107020855
1617438626.4759443,37730,0.01059217844158411
1617438722.171964,37770,0.010332063771784306
1617438818.9083407,37810,0.009760206565260887
1617439159.31371,37940,0.009956687688827515
1617439207.2674463,37960,0.010370579548180103
1617439279.223994,37990,0.01051945798099041
1617439593.0739303,38110,0.00980127789080143
1617439688.8489795,38150,0.010401716455817223
1617439811.9681547,38200,0.010265819728374481
1617439860.8013875,38220,0.010500973090529442
1617440126.08374,38320,0.01019066572189331
1617440174.031441,38340,0.010203170590102673
1617440221.9910426,38360,0.010706706903874874
1617440562.4686174,38490,0.010200884193181992
1617440972.5134296,38650,0.01016176212579012
1617441095.5184762,38700,0.01028853002935648
1617441264.2762022,38770,0.010623134672641754
1617441918.1686256,39020,0.009991124272346497
1617441942.0616472,39030,0.010096166282892227
1617441965.9959545,39040,0.009893138892948627
1617442134.6911783,39110,0.010315349325537682
1617442403.632364,39210,0.01002008281648159
1617442595.3214014,39290,0.010104401037096977
1617442764.0703592,39360,0.009811579249799252
1617442887.663546,39400,0.01012132316827774
1617443153.0281403,39510,0.010127008892595768
1617443321.5826313,39570,0.009680788032710552
1617443469.4181905,39630,0.010248505510389805
1617443541.3420625,39660,0.009745708666741848
1617443927.3324022,39810,0.00998513214290142
1617444023.1776178,39850,0.009970534592866898
1617444315.5984416,39960,0.009785670787096024
1617444436.308665,40010,0.010391104966402054
1617444556.186915,40060,0.01003427617251873
1617444655.679123,40100,0.009485994465649128
